material,category,item_type,locality,unit,quantity,quality,days_index,date,base_reference_price,price,city,synthetic
PVC Pipe,Plastic,pipe,Nirman Nagar,kg,103.0,clean,68,2026-05-12,10.0,9.39,Jaipur,true
PVC Pipe,Plastic,pipe,Adarsh Nagar,kg,87.3,clean,155,2026-08-07,10.0,10.35,Jaipur,true
PVC Pipe,Plastic,pipe,Model Town,kg,24.6,dirty,0,2026-03-05,10.0,8.5,Jaipur,true
PVC Pipe,Plastic,pipe,Model Town,kg,6.9,mixed,89,2026-06-02,10.0,8.21,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,107.0,damaged,143,2026-07-26,10.0,6.75,Jaipur,true
PVC Pipe,Plastic,pipe,Mahesh Nagar,kg,2.2,damaged,145,2026-07-28,10.0,7.41,Jaipur,true
PVC Pipe,Plastic,pipe,Adarsh Nagar,kg,113.9,mixed,134,2026-07-17,10.0,8.93,Jaipur,true
PVC Pipe,Plastic,pipe,Barkat Nagar,kg,44.9,dirty,117,2026-06-30,10.0,8.25,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,84.3,dirty,158,2026-08-10,10.0,8.4,Jaipur,true
PVC Pipe,Plastic,pipe,Nirman Nagar,kg,24.8,dirty,130,2026-07-13,10.0,7.81,Jaipur,true
PVC Pipe,Plastic,pipe,Hasanpura,kg,8.3,mixed,20,2026-03-25,10.0,9.73,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,100.1,mixed,33,2026-04-07,10.0,8.82,Jaipur,true
PVC Pipe,Plastic,pipe,Gopalpura,kg,88.0,mixed,8,2026-03-13,10.0,9.46,Jaipur,true
PVC Pipe,Plastic,pipe,Adarsh Nagar,kg,21.3,clean,109,2026-06-22,10.0,8.65,Jaipur,true
PVC Pipe,Plastic,pipe,Civil Lines,kg,119.0,clean,59,2026-05-03,10.0,9.52,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,76.3,dirty,54,2026-04-28,10.0,7.36,Jaipur,true
PVC Pipe,Plastic,pipe,Adarsh Nagar,kg,47.8,mixed,162,2026-08-14,10.0,9.65,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,103.7,mixed,1,2026-03-06,10.0,9.53,Jaipur,true
PVC Pipe,Plastic,pipe,Airport Area,kg,88.3,clean,12,2026-03-17,10.0,10.23,Jaipur,true
PVC Pipe,Plastic,pipe,Airport Area,kg,57.0,mixed,151,2026-08-03,10.0,10.12,Jaipur,true
PVC Pipe,Plastic,pipe,Raja Park,kg,93.5,mixed,67,2026-05-11,10.0,8.64,Jaipur,true
PVC Pipe,Plastic,pipe,Chandpole,kg,76.7,mixed,130,2026-07-13,10.0,9.67,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,46.0,clean,104,2026-06-17,10.0,8.71,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,40.0,mixed,99,2026-06-12,10.0,8.02,Jaipur,true
PVC Pipe,Plastic,pipe,Mahesh Nagar,kg,18.8,mixed,89,2026-06-02,10.0,8.66,Jaipur,true
PVC Pipe,Plastic,pipe,Nirman Nagar,kg,21.9,mixed,25,2026-03-30,10.0,9.54,Jaipur,true
PVC Pipe,Plastic,pipe,MI Road,kg,75.4,clean,19,2026-03-24,10.0,9.64,Jaipur,true
PVC Pipe,Plastic,pipe,Durgapura,kg,14.2,mixed,179,2026-08-31,10.0,9.94,Jaipur,true
PVC Pipe,Plastic,pipe,Sodala,kg,28.3,mixed,99,2026-06-12,10.0,8.41,Jaipur,true
PVC Pipe,Plastic,pipe,Barkat Nagar,kg,65.1,mixed,105,2026-06-18,10.0,9.73,Jaipur,true
PVC Pipe,Plastic,pipe,Vaishali Nagar,kg,1.2,dirty,151,2026-08-03,10.0,8.66,Jaipur,true
PVC Pipe,Plastic,pipe,Chandpole,kg,7.1,dirty,25,2026-03-30,10.0,8.2,Jaipur,true
PVC Pipe,Plastic,pipe,Malviya Nagar,kg,52.0,dirty,76,2026-05-20,10.0,6.73,Jaipur,true
PVC Pipe,Plastic,pipe,Gopalpura,kg,54.9,mixed,22,2026-03-27,10.0,9.01,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,4.5,mixed,136,2026-07-19,10.0,8.43,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,76.9,clean,176,2026-08-28,10.0,10.44,Jaipur,true
PVC Pipe,Plastic,pipe,Sodala,kg,38.1,clean,150,2026-08-02,10.0,9.77,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,64.4,mixed,61,2026-05-05,10.0,8.35,Jaipur,true
PVC Pipe,Plastic,pipe,Ramnagariya,kg,98.2,mixed,137,2026-07-20,10.0,8.91,Jaipur,true
PVC Pipe,Plastic,pipe,MI Road,kg,42.2,mixed,11,2026-03-16,10.0,8.76,Jaipur,true
PVC Pipe,Plastic,pipe,Sodala,kg,27.8,mixed,26,2026-03-31,10.0,9.06,Jaipur,true
PVC Pipe,Plastic,pipe,Vaishali Nagar,kg,99.0,mixed,15,2026-03-20,10.0,10.4,Jaipur,true
PVC Pipe,Plastic,pipe,Sodala,kg,11.6,mixed,112,2026-06-25,10.0,8.78,Jaipur,true
PVC Pipe,Plastic,pipe,MI Road,kg,34.6,clean,46,2026-04-20,10.0,8.79,Jaipur,true
PVC Pipe,Plastic,pipe,Nirman Nagar,kg,36.6,clean,145,2026-07-28,10.0,9.91,Jaipur,true
PVC Pipe,Plastic,pipe,Mahesh Nagar,kg,21.2,damaged,82,2026-05-26,10.0,6.79,Jaipur,true
PVC Pipe,Plastic,pipe,Gopalpura,kg,92.5,dirty,126,2026-07-09,10.0,7.52,Jaipur,true
PVC Pipe,Plastic,pipe,Durgapura,kg,57.3,mixed,113,2026-06-26,10.0,9.48,Jaipur,true
PVC Pipe,Plastic,pipe,Adarsh Nagar,kg,50.4,clean,140,2026-07-23,10.0,9.54,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,79.7,mixed,48,2026-04-22,10.0,8.72,Jaipur,true
PVC Pipe,Plastic,pipe,Civil Lines,kg,3.4,dirty,67,2026-05-11,10.0,7.22,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,66.4,clean,40,2026-04-14,10.0,9.54,Jaipur,true
PVC Pipe,Plastic,pipe,Model Town,kg,48.7,clean,48,2026-04-22,10.0,9.49,Jaipur,true
PVC Pipe,Plastic,pipe,Durgapura,kg,9.6,mixed,31,2026-04-05,10.0,9.2,Jaipur,true
PVC Pipe,Plastic,pipe,Chandpole,kg,52.1,clean,54,2026-04-28,10.0,10.05,Jaipur,true
PVC Pipe,Plastic,pipe,Civil Lines,kg,10.3,mixed,78,2026-05-22,10.0,8.33,Jaipur,true
PVC Pipe,Plastic,pipe,Vaishali Nagar,kg,13.4,mixed,4,2026-03-09,10.0,10.48,Jaipur,true
PVC Pipe,Plastic,pipe,Malviya Nagar,kg,24.2,mixed,24,2026-03-29,10.0,8.77,Jaipur,true
PVC Pipe,Plastic,pipe,Gopalpura,kg,87.2,mixed,73,2026-05-17,10.0,8.26,Jaipur,true
PVC Pipe,Plastic,pipe,Malviya Nagar,kg,95.9,mixed,101,2026-06-14,10.0,8.5,Jaipur,true
PVC Pipe,Plastic,pipe,Hasanpura,kg,29.5,mixed,4,2026-03-09,10.0,10.47,Jaipur,true
PVC Pipe,Plastic,pipe,MI Road,kg,115.7,mixed,10,2026-03-15,10.0,9.16,Jaipur,true
PVC Pipe,Plastic,pipe,Sodala,kg,87.2,clean,16,2026-03-21,10.0,9.91,Jaipur,true
PVC Pipe,Plastic,pipe,MI Road,kg,60.8,dirty,116,2026-06-29,10.0,7.76,Jaipur,true
PVC Pipe,Plastic,pipe,Hasanpura,kg,42.1,dirty,119,2026-07-02,10.0,8.19,Jaipur,true
PVC Pipe,Plastic,pipe,Sodala,kg,113.9,clean,143,2026-07-26,10.0,9.96,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,27.3,dirty,128,2026-07-11,10.0,7.2,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,88.6,mixed,58,2026-05-02,10.0,8.41,Jaipur,true
PVC Pipe,Plastic,pipe,Mansarovar,kg,41.1,mixed,46,2026-04-20,10.0,9.47,Jaipur,true
PVC Pipe,Plastic,pipe,Vaishali Nagar,kg,74.8,clean,148,2026-07-31,10.0,10.79,Jaipur,true
PVC Pipe,Plastic,pipe,Patrakar Colony,kg,90.5,mixed,166,2026-08-18,10.0,9.95,Jaipur,true
PVC Pipe,Plastic,pipe,Barkat Nagar,kg,118.4,mixed,98,2026-06-11,10.0,9.46,Jaipur,true
Polythene Bags (LD),Plastic,film,Mansarovar,kg,37.1,clean,21,2026-03-26,10.0,10.34,Jaipur,true
Polythene Bags (LD),Plastic,film,Barkat Nagar,kg,63.3,dirty,125,2026-07-08,10.0,8.27,Jaipur,true
Polythene Bags (LD),Plastic,film,Vaishali Nagar,kg,77.9,clean,105,2026-06-18,10.0,10.29,Jaipur,true
Polythene Bags (LD),Plastic,film,Patrakar Colony,kg,108.1,mixed,121,2026-07-04,10.0,8.78,Jaipur,true
Polythene Bags (LD),Plastic,film,Chandpole,kg,102.1,mixed,149,2026-08-01,10.0,10.1,Jaipur,true
Polythene Bags (LD),Plastic,film,Nirman Nagar,kg,107.5,damaged,78,2026-05-22,10.0,6.45,Jaipur,true
Polythene Bags (LD),Plastic,film,Raja Park,kg,19.4,damaged,33,2026-04-07,10.0,6.84,Jaipur,true
Polythene Bags (LD),Plastic,film,C-Scheme,kg,71.1,mixed,116,2026-06-29,10.0,9.6,Jaipur,true
Polythene Bags (LD),Plastic,film,Hasanpura,kg,43.4,mixed,110,2026-06-23,10.0,9.31,Jaipur,true
Polythene Bags (LD),Plastic,film,Durgapura,kg,19.4,mixed,22,2026-03-27,10.0,9.05,Jaipur,true
Polythene Bags (LD),Plastic,film,Chandpole,kg,78.3,clean,178,2026-08-30,10.0,11.34,Jaipur,true
Polythene Bags (LD),Plastic,film,Shyam Nagar,kg,40.6,mixed,45,2026-04-19,10.0,8.57,Jaipur,true
Polythene Bags (LD),Plastic,film,Civil Lines,kg,63.5,mixed,7,2026-03-12,10.0,10.28,Jaipur,true
Polythene Bags (LD),Plastic,film,Gopalpura,kg,63.3,clean,107,2026-06-20,10.0,9.18,Jaipur,true
Polythene Bags (LD),Plastic,film,Model Town,kg,77.4,damaged,30,2026-04-04,10.0,7.17,Jaipur,true
Polythene Bags (LD),Plastic,film,Mahesh Nagar,kg,101.8,mixed,75,2026-05-19,10.0,9.0,Jaipur,true
Polythene Bags (LD),Plastic,film,C-Scheme,kg,5.2,mixed,172,2026-08-24,10.0,10.13,Jaipur,true
Polythene Bags (LD),Plastic,film,Gopalpura,kg,27.6,mixed,100,2026-06-13,10.0,8.32,Jaipur,true
Polythene Bags (LD),Plastic,film,Gopalpura,kg,25.9,mixed,56,2026-04-30,10.0,8.36,Jaipur,true
Polythene Bags (LD),Plastic,film,Durgapura,kg,28.8,clean,80,2026-05-24,10.0,8.76,Jaipur,true
Polythene Bags (LD),Plastic,film,Sodala,kg,18.6,dirty,137,2026-07-20,10.0,7.68,Jaipur,true
Polythene Bags (LD),Plastic,film,Civil Lines,kg,11.8,clean,75,2026-05-19,10.0,8.74,Jaipur,true
Polythene Bags (LD),Plastic,film,Mahesh Nagar,kg,62.0,clean,123,2026-07-06,10.0,10.16,Jaipur,true
Polythene Bags (LD),Plastic,film,Model Town,kg,46.0,dirty,29,2026-04-03,10.0,7.95,Jaipur,true
Polythene Bags (LD),Plastic,film,Mahesh Nagar,kg,86.9,mixed,20,2026-03-25,10.0,10.15,Jaipur,true
Polythene Bags (LD),Plastic,film,Tonk Road,kg,58.4,mixed,164,2026-08-16,10.0,10.24,Jaipur,true
Polythene Bags (LD),Plastic,film,Raja Park,kg,84.4,mixed,63,2026-05-07,10.0,8.94,Jaipur,true
Polythene Bags (LD),Plastic,film,Hasanpura,kg,73.8,mixed,135,2026-07-18,10.0,9.85,Jaipur,true
Polythene Bags (LD),Plastic,film,Mahesh Nagar,kg,3.3,mixed,75,2026-05-19,10.0,8.66,Jaipur,true
Polythene Bags (LD),Plastic,film,MI Road,kg,10.0,mixed,14,2026-03-19,10.0,8.9,Jaipur,true
Polythene Bags (LD),Plastic,film,Patrakar Colony,kg,60.2,damaged,154,2026-08-06,10.0,7.43,Jaipur,true
Polythene Bags (LD),Plastic,film,Durgapura,kg,9.3,dirty,132,2026-07-15,10.0,7.88,Jaipur,true
Polythene Bags (LD),Plastic,film,Malviya Nagar,kg,62.0,mixed,131,2026-07-14,10.0,8.85,Jaipur,true
Polythene Bags (LD),Plastic,film,Chandpole,kg,2.3,dirty,31,2026-04-05,10.0,8.04,Jaipur,true
Polythene Bags (LD),Plastic,film,Nirman Nagar,kg,57.8,clean,105,2026-06-18,10.0,9.85,Jaipur,true
Polythene Bags (LD),Plastic,film,Ramnagariya,kg,18.8,clean,149,2026-08-01,10.0,9.23,Jaipur,true
Polythene Bags (LD),Plastic,film,Civil Lines,kg,41.2,mixed,109,2026-06-22,10.0,9.06,Jaipur,true
Polythene Bags (LD),Plastic,film,C-Scheme,kg,106.8,clean,13,2026-03-18,10.0,10.09,Jaipur,true
Polythene Bags (LD),Plastic,film,Nirman Nagar,kg,101.4,clean,148,2026-07-31,10.0,10.33,Jaipur,true
Polythene Bags (LD),Plastic,film,Adarsh Nagar,kg,86.1,mixed,167,2026-08-19,10.0,9.82,Jaipur,true
Polythene Bags (LD),Plastic,film,Shyam Nagar,kg,48.1,mixed,13,2026-03-18,10.0,8.95,Jaipur,true
Polythene Bags (LD),Plastic,film,Raja Park,kg,44.4,clean,12,2026-03-17,10.0,9.71,Jaipur,true
Polythene Bags (LD),Plastic,film,Chandpole,kg,32.6,mixed,76,2026-05-20,10.0,8.37,Jaipur,true
Polythene Bags (LD),Plastic,film,Model Town,kg,114.1,damaged,113,2026-06-26,10.0,7.16,Jaipur,true
Polythene Bags (LD),Plastic,film,Civil Lines,kg,15.2,clean,0,2026-03-05,10.0,10.66,Jaipur,true
Polythene Bags (LD),Plastic,film,C-Scheme,kg,39.3,dirty,117,2026-06-30,10.0,7.8,Jaipur,true
Polythene Bags (LD),Plastic,film,Adarsh Nagar,kg,68.6,mixed,154,2026-08-06,10.0,9.86,Jaipur,true
Polythene Bags (LD),Plastic,film,Durgapura,kg,39.0,dirty,171,2026-08-23,10.0,8.79,Jaipur,true
Polythene Bags (LD),Plastic,film,Malviya Nagar,kg,114.2,damaged,133,2026-07-16,10.0,6.59,Jaipur,true
Polythene Bags (LD),Plastic,film,Barkat Nagar,kg,47.7,clean,56,2026-04-30,10.0,9.66,Jaipur,true
Polythene Bags (LD),Plastic,film,Gopalpura,kg,10.7,mixed,52,2026-04-26,10.0,8.35,Jaipur,true
Polythene Bags (LD),Plastic,film,Nirman Nagar,kg,84.0,clean,150,2026-08-02,10.0,10.52,Jaipur,true
Polythene Bags (LD),Plastic,film,Civil Lines,kg,28.5,clean,24,2026-03-29,10.0,10.07,Jaipur,true
Polythene Bags (LD),Plastic,film,Patrakar Colony,kg,20.1,mixed,72,2026-05-16,10.0,7.73,Jaipur,true
Polythene Bags (LD),Plastic,film,Airport Area,kg,85.2,mixed,51,2026-04-25,10.0,9.26,Jaipur,true
Polythene Bags (LD),Plastic,film,Airport Area,kg,41.5,clean,16,2026-03-21,10.0,9.84,Jaipur,true
Polythene Bags (LD),Plastic,film,Mansarovar,kg,11.9,clean,56,2026-04-30,10.0,9.83,Jaipur,true
Polythene Bags (LD),Plastic,film,Model Town,kg,91.4,mixed,162,2026-08-14,10.0,10.87,Jaipur,true
Polythene Bags (LD),Plastic,film,Chandpole,kg,13.4,clean,13,2026-03-18,10.0,10.02,Jaipur,true
Polythene Bags (LD),Plastic,film,Ramnagariya,kg,91.4,damaged,156,2026-08-08,10.0,7.53,Jaipur,true
Polythene Bags (LD),Plastic,film,Malviya Nagar,kg,7.0,clean,0,2026-03-05,10.0,9.74,Jaipur,true
Polythene Bags (LD),Plastic,film,Vaishali Nagar,kg,26.4,mixed,89,2026-06-02,10.0,8.64,Jaipur,true
Polythene Bags (LD),Plastic,film,Chandpole,kg,69.6,mixed,152,2026-08-04,10.0,10.48,Jaipur,true
Polythene Bags (LD),Plastic,film,Airport Area,kg,11.2,dirty,112,2026-06-25,10.0,7.71,Jaipur,true
Polythene Bags (LD),Plastic,film,Hasanpura,kg,38.1,dirty,159,2026-08-11,10.0,9.27,Jaipur,true
Polythene Bags (LD),Plastic,film,MI Road,kg,43.6,damaged,7,2026-03-12,10.0,6.87,Jaipur,true
Polythene Bags (LD),Plastic,film,Gopalpura,kg,30.0,dirty,117,2026-06-30,10.0,7.5,Jaipur,true
Polythene Bags (LD),Plastic,film,C-Scheme,kg,20.0,clean,17,2026-03-22,10.0,9.99,Jaipur,true
Polythene Bags (LD),Plastic,film,Ramnagariya,kg,86.9,mixed,88,2026-06-01,10.0,7.88,Jaipur,true
Polythene Bags (LD),Plastic,film,Hasanpura,kg,23.1,dirty,151,2026-08-03,10.0,8.65,Jaipur,true
Polythene Bags (LD),Plastic,film,Sodala,kg,88.7,mixed,154,2026-08-06,10.0,10.39,Jaipur,true
Polythene Bags (LD),Plastic,film,Raja Park,kg,110.6,mixed,40,2026-04-14,10.0,9.72,Jaipur,true
Polythene Bags (LD),Plastic,film,Durgapura,kg,33.8,mixed,9,2026-03-14,10.0,9.36,Jaipur,true
Polythene Bags (LD),Plastic,film,Mahesh Nagar,kg,11.1,clean,58,2026-05-02,10.0,9.65,Jaipur,true
Polythene Bags (LD),Plastic,film,Raja Park,kg,34.0,mixed,105,2026-06-18,10.0,8.89,Jaipur,true
Polythene Bags (LD),Plastic,film,Mahesh Nagar,kg,100.0,dirty,130,2026-07-13,10.0,8.5,Jaipur,true
Polythene Bags (LD),Plastic,film,Sodala,kg,99.9,clean,157,2026-08-09,10.0,10.86,Jaipur,true
Polythene Bags (LD),Plastic,film,Mansarovar,kg,50.7,clean,47,2026-04-21,10.0,10.47,Jaipur,true
Polythene Bags (LD),Plastic,film,Raja Park,kg,110.9,dirty,111,2026-06-24,10.0,7.79,Jaipur,true
Polythene Bags (LD),Plastic,film,Mahesh Nagar,kg,24.9,mixed,154,2026-08-06,10.0,10.83,Jaipur,true
Polythene Bags (LD),Plastic,film,Airport Area,kg,115.4,damaged,166,2026-08-18,10.0,8.08,Jaipur,true
Polythene Bags (LD),Plastic,film,Raja Park,kg,52.0,mixed,138,2026-07-21,10.0,9.75,Jaipur,true
Polythene Bags (LD),Plastic,film,Shyam Nagar,kg,35.5,mixed,76,2026-05-20,10.0,7.85,Jaipur,true
Polythene Bags (LD),Plastic,film,Model Town,kg,12.3,mixed,170,2026-08-22,10.0,10.47,Jaipur,true
Polythene Bags (LD),Plastic,film,MI Road,kg,72.7,mixed,66,2026-05-10,10.0,8.27,Jaipur,true
Polythene Bags (LD),Plastic,film,Sodala,kg,105.7,dirty,72,2026-05-16,10.0,7.16,Jaipur,true
Polythene Bags (LD),Plastic,film,Barkat Nagar,kg,88.4,mixed,109,2026-06-22,10.0,9.71,Jaipur,true
Polythene Bags (LD),Plastic,film,Vaishali Nagar,kg,83.9,mixed,94,2026-06-07,10.0,8.99,Jaipur,true
Polythene Bags (LD),Plastic,film,Chandpole,kg,115.2,mixed,38,2026-04-12,10.0,10.12,Jaipur,true
Polythene Bags (LD),Plastic,film,Airport Area,kg,16.9,mixed,147,2026-07-30,10.0,9.7,Jaipur,true
Polythene Bags (HM),Plastic,film,Gopalpura,kg,89.2,mixed,88,2026-06-01,10.0,8.11,Jaipur,true
Polythene Bags (HM),Plastic,film,Mansarovar,kg,37.0,mixed,149,2026-08-01,10.0,10.12,Jaipur,true
Polythene Bags (HM),Plastic,film,Mahesh Nagar,kg,10.6,dirty,110,2026-06-23,10.0,7.94,Jaipur,true
Polythene Bags (HM),Plastic,film,Raja Park,kg,57.9,mixed,95,2026-06-08,10.0,8.57,Jaipur,true
Polythene Bags (HM),Plastic,film,Vaishali Nagar,kg,72.3,dirty,109,2026-06-22,10.0,8.31,Jaipur,true
Polythene Bags (HM),Plastic,film,Mahesh Nagar,kg,73.4,mixed,65,2026-05-09,10.0,9.45,Jaipur,true
Polythene Bags (HM),Plastic,film,Airport Area,kg,69.0,mixed,141,2026-07-24,10.0,9.9,Jaipur,true
Polythene Bags (HM),Plastic,film,MI Road,kg,73.3,clean,67,2026-05-11,10.0,8.59,Jaipur,true
Polythene Bags (HM),Plastic,film,Gopalpura,kg,15.6,mixed,119,2026-07-02,10.0,8.71,Jaipur,true
Polythene Bags (HM),Plastic,film,Malviya Nagar,kg,92.7,mixed,22,2026-03-27,10.0,8.79,Jaipur,true
Polythene Bags (HM),Plastic,film,MI Road,kg,76.3,mixed,78,2026-05-22,10.0,8.02,Jaipur,true
Polythene Bags (HM),Plastic,film,Shyam Nagar,kg,31.1,dirty,83,2026-05-27,10.0,6.85,Jaipur,true
Polythene Bags (HM),Plastic,film,Airport Area,kg,8.2,mixed,49,2026-04-23,10.0,9.02,Jaipur,true
Polythene Bags (HM),Plastic,film,Patrakar Colony,kg,86.9,clean,35,2026-04-09,10.0,9.68,Jaipur,true
Polythene Bags (HM),Plastic,film,Vaishali Nagar,kg,65.1,mixed,28,2026-04-02,10.0,10.13,Jaipur,true
Polythene Bags (HM),Plastic,film,Sodala,kg,43.2,clean,98,2026-06-11,10.0,8.89,Jaipur,true
Polythene Bags (HM),Plastic,film,Mahesh Nagar,kg,20.5,clean,148,2026-07-31,10.0,10.39,Jaipur,true
Polythene Bags (HM),Plastic,film,Shyam Nagar,kg,7.0,mixed,159,2026-08-11,10.0,9.92,Jaipur,true
Polythene Bags (HM),Plastic,film,Gopalpura,kg,39.5,damaged,130,2026-07-13,10.0,6.5,Jaipur,true
Polythene Bags (HM),Plastic,film,Gopalpura,kg,35.2,mixed,62,2026-05-06,10.0,8.36,Jaipur,true
Polythene Bags (HM),Plastic,film,Raja Park,kg,16.3,mixed,175,2026-08-27,10.0,10.16,Jaipur,true
Polythene Bags (HM),Plastic,film,Durgapura,kg,72.0,clean,173,2026-08-25,10.0,11.11,Jaipur,true
Polythene Bags (HM),Plastic,film,Patrakar Colony,kg,89.0,damaged,28,2026-04-02,10.0,6.7,Jaipur,true
Polythene Bags (HM),Plastic,film,Model Town,kg,27.1,damaged,80,2026-05-24,10.0,6.31,Jaipur,true
Polythene Bags (HM),Plastic,film,Mansarovar,kg,2.0,clean,137,2026-07-20,10.0,10.36,Jaipur,true
Polythene Bags (HM),Plastic,film,Vaishali Nagar,kg,25.6,mixed,52,2026-04-26,10.0,9.25,Jaipur,true
Polythene Bags (HM),Plastic,film,Tonk Road,kg,39.3,clean,111,2026-06-24,10.0,8.75,Jaipur,true
Polythene Bags (HM),Plastic,film,C-Scheme,kg,10.6,mixed,123,2026-07-06,10.0,8.71,Jaipur,true
Polythene Bags (HM),Plastic,film,Malviya Nagar,kg,11.4,mixed,152,2026-08-04,10.0,9.16,Jaipur,true
Polythene Bags (HM),Plastic,film,Raja Park,kg,21.0,damaged,153,2026-08-05,10.0,7.5,Jaipur,true
Polythene Bags (HM),Plastic,film,Civil Lines,kg,71.9,mixed,116,2026-06-29,10.0,9.86,Jaipur,true
Polythene Bags (HM),Plastic,film,Shyam Nagar,kg,85.0,dirty,70,2026-05-14,10.0,7.08,Jaipur,true
Polythene Bags (HM),Plastic,film,Malviya Nagar,kg,4.3,dirty,1,2026-03-06,10.0,7.82,Jaipur,true
Polythene Bags (HM),Plastic,film,Mahesh Nagar,kg,76.3,damaged,140,2026-07-23,10.0,7.79,Jaipur,true
Polythene Bags (HM),Plastic,film,Sodala,kg,56.9,mixed,143,2026-07-26,10.0,9.49,Jaipur,true
Polythene Bags (HM),Plastic,film,Mansarovar,kg,70.6,dirty,48,2026-04-22,10.0,8.49,Jaipur,true
Polythene Bags (HM),Plastic,film,Patrakar Colony,kg,77.2,clean,1,2026-03-06,10.0,10.06,Jaipur,true
Polythene Bags (HM),Plastic,film,Nirman Nagar,kg,79.4,dirty,138,2026-07-21,10.0,8.41,Jaipur,true
Polythene Bags (HM),Plastic,film,Shyam Nagar,kg,81.6,dirty,59,2026-05-03,10.0,7.26,Jaipur,true
Polythene Bags (HM),Plastic,film,Ramnagariya,kg,13.1,clean,27,2026-04-01,10.0,9.1,Jaipur,true
Polythene Bags (HM),Plastic,film,Chandpole,kg,84.7,clean,149,2026-08-01,10.0,10.61,Jaipur,true
Polythene Bags (HM),Plastic,film,Mahesh Nagar,kg,53.1,clean,126,2026-07-09,10.0,10.32,Jaipur,true
Polythene Bags (HM),Plastic,film,Nirman Nagar,kg,91.6,clean,27,2026-04-01,10.0,10.33,Jaipur,true
Polythene Bags (HM),Plastic,film,Malviya Nagar,kg,117.6,clean,118,2026-07-01,10.0,9.14,Jaipur,true
Polythene Bags (HM),Plastic,film,Model Town,kg,65.8,mixed,120,2026-07-03,10.0,9.54,Jaipur,true
Polythene Bags (HM),Plastic,film,Durgapura,kg,79.9,mixed,10,2026-03-15,10.0,9.68,Jaipur,true
Polythene Bags (HM),Plastic,film,Nirman Nagar,kg,100.5,mixed,132,2026-07-15,10.0,9.79,Jaipur,true
Polythene Bags (HM),Plastic,film,Nirman Nagar,kg,49.0,clean,138,2026-07-21,10.0,9.99,Jaipur,true
Polythene Bags (HM),Plastic,film,Gopalpura,kg,68.2,clean,3,2026-03-08,10.0,10.31,Jaipur,true
Polythene Bags (HM),Plastic,film,Chandpole,kg,63.9,dirty,82,2026-05-26,10.0,7.74,Jaipur,true
Polythene Bags (HM),Plastic,film,Sodala,kg,103.6,mixed,6,2026-03-11,10.0,10.01,Jaipur,true
Polythene Bags (HM),Plastic,film,Adarsh Nagar,kg,7.8,clean,154,2026-08-06,10.0,9.95,Jaipur,true
Polythene Bags (HM),Plastic,film,Barkat Nagar,kg,80.0,mixed,42,2026-04-16,10.0,10.14,Jaipur,true
Polythene Bags (HM),Plastic,film,Malviya Nagar,kg,76.7,mixed,79,2026-05-23,10.0,7.91,Jaipur,true
Polythene Bags (HM),Plastic,film,Patrakar Colony,kg,45.5,clean,133,2026-07-16,10.0,8.88,Jaipur,true
Polythene Bags (HM),Plastic,film,Model Town,kg,13.2,mixed,84,2026-05-28,10.0,8.49,Jaipur,true
Polythene Bags (HM),Plastic,film,Gopalpura,kg,21.9,damaged,10,2026-03-15,10.0,6.68,Jaipur,true
Polythene Bags (HM),Plastic,film,Durgapura,kg,35.5,damaged,37,2026-04-11,10.0,6.97,Jaipur,true
Polythene Bags (HM),Plastic,film,Mahesh Nagar,kg,20.6,dirty,62,2026-05-06,10.0,7.89,Jaipur,true
Polythene Bags (HM),Plastic,film,Nirman Nagar,kg,67.3,mixed,13,2026-03-18,10.0,9.8,Jaipur,true
Polythene Bags (HM),Plastic,film,MI Road,kg,118.4,clean,0,2026-03-05,10.0,10.27,Jaipur,true
Polythene Bags (HM),Plastic,film,Vaishali Nagar,kg,107.2,mixed,165,2026-08-17,10.0,11.37,Jaipur,true
Polythene Bags (HM),Plastic,film,Tonk Road,kg,27.3,mixed,26,2026-03-31,10.0,8.74,Jaipur,true
Polythene Bags (HM),Plastic,film,Malviya Nagar,kg,95.3,mixed,171,2026-08-23,10.0,10.05,Jaipur,true
Polythene Bags (HM),Plastic,film,Patrakar Colony,kg,104.3,clean,31,2026-04-05,10.0,9.4,Jaipur,true
Polythene Bags (HM),Plastic,film,Barkat Nagar,kg,115.5,clean,88,2026-06-01,10.0,9.37,Jaipur,true
Polythene Bags (HM),Plastic,film,Sodala,kg,45.5,dirty,52,2026-04-26,10.0,7.27,Jaipur,true
